GRAPH,STARTING_NODE,ENDING_NODE,CLASS,DOCCOUNT
Verizon Communications Inc,Verizon Communications Inc,Mri Gmbh,SupplyChain,82670809
Verizon Communications Inc,Verizon Communications Inc,Amerisourcebergen Corp,SupplyChain,186554242
Verizon Communications Inc,Verizon Communications Inc,Associated British Ports,Corporate,30147822
Verizon Communications Inc,Verizon Communications Inc,Computer And Communications Industry Association,Corporate,11316750
Verizon Communications Inc,Verizon Communications Inc,National Urban League Inc,Corporate,139875030
Verizon Communications Inc,Verizon Communications Inc,Hitachi Rail Limited,Corporate,29242482
Verizon Communications Inc,Verizon Communications Inc,Archrock Partners Lp,SupplyChain,1213434
Verizon Communications Inc,Verizon Communications Inc,Safeway Inc,SupplyChain,42897139
Verizon Communications Inc,Verizon Communications Inc,Bentley Motors Limited,Cyber,21835872
Verizon Communications Inc,Verizon Communications Inc,Netapp Inc,Cyber,273464208
Verizon Communications Inc,Verizon Communications Inc,Echostar Corp,Corporate,119776482
Verizon Communications Inc,Verizon Communications Inc,Evercore Inc,Named,10523201
Verizon Communications Inc,Verizon Communications Inc,Bt Pension Scheme,Cyber,2106216
Verizon Communications Inc,Verizon Communications Inc,Johnson And Johnson Ab,Disruption,254583810
Verizon Communications Inc,Verizon Communications Inc,Mckesson Corp,Legal,167028509
Verizon Communications Inc,Verizon Communications Inc,Minnesota Twins,Corporate,327642546
Verizon Communications Inc,Verizon Communications Inc,Federal Reserve Bank Of Chicago (Inc),Corporate,13942236
Verizon Communications Inc,Verizon Communications Inc,Arista Networks Inc,Cyber,176793192
Verizon Communications Inc,Verizon Communications Inc,Hearst Magazines Inc,Cyber,9886320
Verizon Communications Inc,Verizon Communications Inc,Mizuho Financial Group Inc,Cyber,784243080
Verizon Communications Inc,Verizon Communications Inc,Massachusetts Institute Of Technology,Cyber,577576008
Verizon Communications Inc,Verizon Communications Inc,Alliant Holdings Intermediate Llc,Cyber,816696
Verizon Communications Inc,Verizon Communications Inc,Bed Bath And Beyond Inc,Disruption,375323748
Verizon Communications Inc,Verizon Communications Inc,Telefonica Celular Del Paraguay Sa,Corporate,271602
Verizon Communications Inc,Verizon Communications Inc,True Health Group Llc,Cyber,386856
Verizon Communications Inc,Verizon Communications Inc,European Commission,Basel,2805899076
Verizon Communications Inc,Verizon Communications Inc,Midwestone Bank,Basel,4706559
Verizon Communications Inc,Verizon Communications Inc,Srt Srl,Basel,56676186
Verizon Communications Inc,Verizon Communications Inc,Cintas Corp,Basel,120856536
Verizon Communications Inc,Verizon Communications Inc,Capital One Financial Corp,Basel,660004389
Verizon Communications Inc,Verizon Communications Inc,Srt Srl,Corporate,155899548
Verizon Communications Inc,Verizon Communications Inc,Amarillo Economic Development Corp,Criminal,946770
Verizon Communications Inc,Verizon Communications Inc,Iqvia Holdings Inc  1,Basel,97422480
Verizon Communications Inc,Verizon Communications Inc,Siemens Inc,HumanResources,113424648
Verizon Communications Inc,Verizon Communications Inc,Mgp Finance Co-Issuer Inc,Disruption,967080
Verizon Communications Inc,Verizon Communications Inc,Viral Nation Inc,Corporate,6156312
Verizon Communications Inc,Verizon Communications Inc,Davita Inc,Corporate,327823614
Verizon Communications Inc,Verizon Communications Inc,Hanesbrands Inc,Legal,66913984
Verizon Communications Inc,Verizon Communications Inc,Gbmc Healthcare Inc,Criminal,1248015
Verizon Communications Inc,Verizon Communications Inc,Avis Budget Car Rental Llc,Criminal,2237820
Verizon Communications Inc,Verizon Communications Inc,Cisco Webex Llc,Criminal,31888935
Verizon Communications Inc,Verizon Communications Inc,Project: Worldwide Inc,Criminal,817665
Verizon Communications Inc,Verizon Communications Inc,Korean Air,Criminal,34686210
Verizon Communications Inc,Verizon Communications Inc,Change Healthcare Finance Inc,Investigation,20276
Verizon Communications Inc,Verizon Communications Inc,Avis Budget Finance Plc,Investigation,116587
Verizon Communications Inc,Verizon Communications Inc,University Of Pittsburgh Medical Center,Legal,10159405
Verizon Communications Inc,Verizon Communications Inc,Borenstein Group Inc,Contract,40500
Verizon Communications Inc,Verizon Communications Inc,Clorox Company,Contract,30316500
Verizon Communications Inc,Verizon Communications Inc,Pioneer Group Llc,Contract,6471000
Verizon Communications Inc,Verizon Communications Inc,Wyndham Hotels And Resorts Inc,NaturalDisaster,1784500
Verizon Communications Inc,Verizon Communications Inc,Gym Source Inc,NaturalDisaster,4300
Verizon Communications Inc,Verizon Communications Inc,Mercer International Inc,NaturalDisaster,762820
Verizon Communications Inc,Verizon Communications Inc,Envoy Air Inc,Terrorism,22379
Verizon Communications Inc,Verizon Communications Inc,Colfax Corp,Disruption,99851010
Verizon Communications Inc,Verizon Communications Inc,Vistra Energy Corp,Basel,68821083
Verizon Communications Inc,Verizon Communications Inc,Roper Technologies Inc,Basel,102688560
Verizon Communications Inc,Verizon Communications Inc,Brown Brothers Harriman And Co  2,Legal,31799924
Verizon Communications Inc,Verizon Communications Inc,Treehouse Foods,HumanResources,5710104
Verizon Communications Inc,Verizon Communications Inc,Bed Bath And Beyond Inc,Corporate,1405449816
Verizon Communications Inc,Verizon Communications Inc,Meijer Inc,Legal,12960639
Verizon Communications Inc,Verizon Communications Inc,Topbuild Corp,Criminal,64767675
Verizon Communications Inc,Verizon Communications Inc,Waterstone Financial,Criminal,29048625
Verizon Communications Inc,Verizon Communications Inc,Corporate Office Properties Trust,Criminal,53707680
Verizon Communications Inc,Verizon Communications Inc,Manchester United Ltd,Criminal,6378217350
Verizon Communications Inc,Verizon Communications Inc,United States Army,Investigation,5753315
Verizon Communications Inc,Verizon Communications Inc,Duke Energy Ohio Inc,Investigation,405520
Verizon Communications Inc,Verizon Communications Inc,Accenture Plc,Investigation,68198326
Verizon Communications Inc,Verizon Communications Inc,New York Yankees,Investigation,53219431
Verizon Communications Inc,Verizon Communications Inc,Td Ameritrade Holding Corp,Named,5409457
Verizon Communications Inc,Verizon Communications Inc,Lincoln National Corp,Contract,18589500
Verizon Communications Inc,Verizon Communications Inc,Boeing Company,Contract,960736500
Verizon Communications Inc,Verizon Communications Inc,Hy-Vee Inc,Contract,7852500
Verizon Communications Inc,Verizon Communications Inc,The Npd Group Inc,NaturalDisaster,2168060
Verizon Communications Inc,Verizon Communications Inc,Kimberly-Clark Inc,NaturalDisaster,355180
Verizon Communications Inc,Verizon Communications Inc,Mec Spa,NaturalDisaster,2920560
Verizon Communications Inc,Verizon Communications Inc,Cheetah Digital Inc,NaturalDisaster,92880
Verizon Communications Inc,Verizon Communications Inc,V F Corp,NaturalDisaster,4075540
Verizon Communications Inc,Verizon Communications Inc,Petsmart Inc,NaturalDisaster,2236860
Verizon Communications Inc,Verizon Communications Inc,American Heart Association Inc,NaturalDisaster,8408220
Verizon Communications Inc,Verizon Communications Inc,Blue Bottle Coffee Inc,Government,123342
Verizon Communications Inc,Verizon Communications Inc,Bio-Rad Laboratories Inc,Government,3295186
Verizon Communications Inc,Verizon Communications Inc,International Business Machines Sa,Government,332956
Verizon Communications Inc,Verizon Communications Inc,Zoetis Inc,Government,3965142
Verizon Communications Inc,Verizon Communications Inc,Akqa Inc,Labor,81420
Verizon Communications Inc,Verizon Communications Inc,Delek Logistics Partners Lp,Labor,310812
Verizon Communications Inc,Verizon Communications Inc,Hilton Worldwide Finance Llc,Labor,2124
Verizon Communications Inc,Verizon Communications Inc,Hologic Inc,Meeting,54732
Verizon Communications Inc,Verizon Communications Inc,Quest Software Inc,Terrorism,68388
Verizon Communications Inc,Verizon Communications Inc,Mit Media Lab,Terrorism,33360
Verizon Communications Inc,Verizon Communications Inc,Fox Sports,Investigation,53300535
Verizon Communications Inc,Verizon Communications Inc,Novo Nordisk Inc,Investigation,18952991
Verizon Communications Inc,Verizon Communications Inc,Boyd Gaming Corp,Legal,59200727
Verizon Communications Inc,Verizon Communications Inc,Wendy As,Named,31235059
Verizon Communications Inc,Verizon Communications Inc,Ncr Corp,Legal,352817395
Verizon Communications Inc,Verizon Communications Inc,Prudential Financial Inc,Contract,63607500
Verizon Communications Inc,Verizon Communications Inc,Chase Corp,Government,18999386
Verizon Communications Inc,Verizon Communications Inc,Novo Nordisk Inc,Government,2520086
Verizon Communications Inc,Verizon Communications Inc,Brookfield Property Reit Inc,Terrorism,1012337
Verizon Communications Inc,Verizon Communications Inc,Nexstar Broadcasting Inc,Corporate,87636912
Verizon Communications Inc,Verizon Communications Inc,New Breed Inc,Corporate,2716020
Verizon Communications Inc,Verizon Communications Inc,Usa Compression Finance Corp,HumanResources,23457
Verizon Communications Inc,Verizon Communications Inc,Blue Apron Holdings Inc,HumanResources,9181740
Verizon Communications Inc,Verizon Communications Inc,Solarwinds Inc,HumanResources,32270130
Verizon Communications Inc,Verizon Communications Inc,Chase Corp,Cyber,1211675976
Verizon Communications Inc,Verizon Communications Inc,Talen Energy Supply Llc,Cyber,6404616
Verizon Communications Inc,Verizon Communications Inc,United States Senate,Criminal,1936575
Verizon Communications Inc,Verizon Communications Inc,Check Point Spa,Corporate,113439102
Verizon Communications Inc,Verizon Communications Inc,Valero Energy Corp/Tx,Legal,83484664
Verizon Communications Inc,Verizon Communications Inc,Waterstone Financial,Legal,13315725
Verizon Communications Inc,Verizon Communications Inc,Murphy Oil Corp,Named,7425682
Verizon Communications Inc,Verizon Communications Inc,Us Department Of Veterans Affairs,Named,1935576
Verizon Communications Inc,Verizon Communications Inc,Bharti Telecom Limited,Named,451037
Verizon Communications Inc,Verizon Communications Inc,Stitch Fix Inc,Legal,78612095
Verizon Communications Inc,Verizon Communications Inc,Anheuser-Busch Inbev Worldwide Inc,Legal,394540
Verizon Communications Inc,Verizon Communications Inc,Department For Business Energy And Industrial Strategy,Contract,2002500
Verizon Communications Inc,Verizon Communications Inc,News Corp,Contract,155358000
Verizon Communications Inc,Verizon Communications Inc,Seismic Software Inc,Investigation,76035
Verizon Communications Inc,Verizon Communications Inc,Merlin International Inc,Investigation,91242
Verizon Communications Inc,Verizon Communications Inc,United States Department Of Agriculture,Contract,1444500
Verizon Communications Inc,Verizon Communications Inc,Boc Aviation Limited,NaturalDisaster,594260
Verizon Communications Inc,Verizon Communications Inc,Royal London Mutual Insurance Societylimited(The),NaturalDisaster,15480
Verizon Communications Inc,Verizon Communications Inc,Zynga Inc,Government,3501430
Verizon Communications Inc,Verizon Communications Inc,Burlington Stores Inc,Government,1917530
Verizon Communications Inc,Verizon Communications Inc,Kpmg Sa,Government,11162788
Verizon Communications Inc,Verizon Communications Inc,Mcdonald's Corp,Labor,19488762
Verizon Communications Inc,Verizon Communications Inc,Seattle Storm,Labor,259836
Verizon Communications Inc,Verizon Communications Inc,Ppl Corp,Labor,947304
Verizon Communications Inc,Verizon Communications Inc,Vera Bradley,Meeting,19656
Verizon Communications Inc,Verizon Communications Inc,Cintas Corp,Meeting,44064
Verizon Communications Inc,Verizon Communications Inc,Tetra Pak Limited,Meeting,7488
Verizon Communications Inc,Verizon Communications Inc,Texas Instruments Inc,Meeting,175740
Verizon Communications Inc,Verizon Communications Inc,Voya Financial Inc,Labor,898452
Verizon Communications Inc,Verizon Communications Inc,Bright Horizons Family Solutions Inc,Labor,698088
Verizon Communications Inc,Verizon Communications Inc,National Express Group Plc / Adr,Terrorism,63106
Verizon Communications Inc,Verizon Communications Inc,Environmental Defense Fund Inc,Terrorism,118706
Verizon Communications Inc,Verizon Communications Inc,Conagra Brands Inc,Terrorism,941725
Verizon Communications Inc,Verizon Communications Inc,Radiate Holdco Llc,Terrorism,7228
Verizon Communications Inc,Verizon Communications Inc,Gojo Industries Inc,Terrorism,32109
Verizon Communications Inc,Verizon Communications Inc,Lloyds Banking Group Plc,Named,22047047
Verizon Communications Inc,Verizon Communications Inc,Spectrum Brands Inc,Investigation,3908199
Verizon Communications Inc,Verizon Communications Inc,International Business Machines Sa,NaturalDisaster,424840
Verizon Communications Inc,Verizon Communications Inc,Stance Inc,SupplyChain,1707796
Verizon Communications Inc,Verizon Communications Inc,Gro Intelligence Inc,Basel,1382346
Verizon Communications Inc,Verizon Communications Inc,Plains Gp Holdings Lp,NaturalDisaster,1188520
Verizon Communications Inc,Verizon Communications Inc,Banco Santander Sa,Labor,1735308
Verizon Communications Inc,Verizon Communications Inc,Pitney Bowes Inc,Terrorism,437850
Verizon Communications Inc,Verizon Communications Inc,University Of Pennsylvania,Basel,246584196
Verizon Communications Inc,Verizon Communications Inc,Us Air Force,Basel,289338183
Verizon Communications Inc,Verizon Communications Inc,The Salvation Army,Basel,342064809
Verizon Communications Inc,Verizon Communications Inc,Mandt Bank Corp,Basel,312377283
Verizon Communications Inc,Verizon Communications Inc,Clorox Company,Basel,221734881
Verizon Communications Inc,Verizon Communications Inc,Nxp Funding Llc,Basel,691173
Verizon Communications Inc,Verizon Communications Inc,Paa Finance Corp,SupplyChain,382007
Verizon Communications Inc,Verizon Communications Inc,Cancer Treatment Centers Of America Inc,Basel,7142121
Verizon Communications Inc,Verizon Communications Inc,Lincoln International Ag,Basel,4640733
Verizon Communications Inc,Verizon Communications Inc,Jpm Limited,Basel,472597767
Verizon Communications Inc,Verizon Communications Inc,Campbell Ewald Co,Basel,789912
Verizon Communications Inc,Verizon Communications Inc,Santander Drive Auto Receivables Trust 2018 2,Corporate,90534
Verizon Communications Inc,Verizon Communications Inc,Marsh And Mclennan Companies Inc,Criminal,142488885
Verizon Communications Inc,Verizon Communications Inc,Iqvia Holdings Inc  1,Disruption,71563920
Verizon Communications Inc,Verizon Communications Inc,Cheetah Digital Inc,Basel,3554604
Verizon Communications Inc,Verizon Communications Inc,Vail Resorts Inc,Basel,134449605
Verizon Communications Inc,Verizon Communications Inc,Cisco Systems Inc,Corporate,3093003576
Verizon Communications Inc,Verizon Communications Inc,Jc Penney,Corporate,668955726
Verizon Communications Inc,Verizon Communications Inc,Pixar,Basel,243325809
Verizon Communications Inc,Verizon Communications Inc,Metabank,SupplyChain,17684677
Verizon Communications Inc,Verizon Communications Inc,Strong Memorial Hospital,SupplyChain,1685325
Verizon Communications Inc,Verizon Communications Inc,Stallion Oilfield Services Ltd,SupplyChain,67413
Verizon Communications Inc,Verizon Communications Inc,Alibaba Group Holding Ltd,SupplyChain,1378326198
Verizon Communications Inc,Verizon Communications Inc,Asics Corp,Corporate,109727208
Verizon Communications Inc,Verizon Communications Inc,Lifepoint Health,Disruption,13321527
Verizon Communications Inc,Verizon Communications Inc,Zynga Inc,Disruption,125599515
Verizon Communications Inc,Verizon Communications Inc,Radiate Finance Inc,Disruption,217593
Verizon Communications Inc,Verizon Communications Inc,Mattel Inc,Disruption,197816214
Verizon Communications Inc,Verizon Communications Inc,Cbi,HumanResources,246663759
Verizon Communications Inc,Verizon Communications Inc,Anthem Inc,HumanResources,49554588
Verizon Communications Inc,Verizon Communications Inc,Atos Spa,Disruption,69097866
Verizon Communications Inc,Verizon Communications Inc,Rh Srl,Disruption,106862340
Verizon Communications Inc,Verizon Communications Inc,Aegon Nv,Named,9095415
Verizon Communications Inc,Verizon Communications Inc,Fireeye Inc,Criminal,311530365
Verizon Communications Inc,Verizon Communications Inc,Efi Srl,Criminal,33438195
Verizon Communications Inc,Verizon Communications Inc,Clean Harbors Inc,Criminal,82799340
Verizon Communications Inc,Verizon Communications Inc,Us Bank National Association,Criminal,89512800
Verizon Communications Inc,Verizon Communications Inc,Hilcorp Finance Co,Cyber,515808
Verizon Communications Inc,Verizon Communications Inc,Colorado Hospital Association,Cyber,3180816
Verizon Communications Inc,Verizon Communications Inc,Delta Air Lines Inc,Cyber,1638679032
Verizon Communications Inc,Verizon Communications Inc,Northrock Partners Llc,Criminal,15621705
Verizon Communications Inc,Verizon Communications Inc,Yum Brands Inc,Investigation,21771355
Verizon Communications Inc,Verizon Communications Inc,Stop And Shop Srl,Investigation,7385533
Verizon Communications Inc,Verizon Communications Inc,Cummins Inc,Investigation,47258287
Verizon Communications Inc,Verizon Communications Inc,Gym Source Inc,Legal,98635
Verizon Communications Inc,Verizon Communications Inc,Cox Enterprises,SupplyChain,76558697
Verizon Communications Inc,Verizon Communications Inc,Varsity Tutors Llc,Legal,1282255
Verizon Communications Inc,Verizon Communications Inc,Nielsen Holdings Plc,Named,6896983
Verizon Communications Inc,Verizon Communications Inc,Entegris Inc,HumanResources,9681039
Verizon Communications Inc,Verizon Communications Inc,Evergy Inc,Contract,8176500
Verizon Communications Inc,Verizon Communications Inc,Seismic Software Inc,NaturalDisaster,12900
Verizon Communications Inc,Verizon Communications Inc,Adapthealth Llc,NaturalDisaster,532340
Verizon Communications Inc,Verizon Communications Inc,Carnival Corp,Government,12576166
Verizon Communications Inc,Verizon Communications Inc,American Ballet Theatre,Terrorism,16819
Verizon Communications Inc,Verizon Communications Inc,Mercedes Benz Usa Inc,Basel,2830518
Verizon Communications Inc,Verizon Communications Inc,Natera Inc,SupplyChain,67615239
Verizon Communications Inc,Verizon Communications Inc,Par Pharmaceutical Inc,HumanResources,683604
Verizon Communications Inc,Verizon Communications Inc,Virgin Media Inc,HumanResources,15263805
Verizon Communications Inc,Verizon Communications Inc,Tenneco Inc,HumanResources,9376098
Verizon Communications Inc,Verizon Communications Inc,National Express Group Plc / Adr,Legal,8956058
Verizon Communications Inc,Verizon Communications Inc,Santander Drive Auto Receivables Trust 2017 2,Legal,19727
Verizon Communications Inc,Verizon Communications Inc,Jcrew Inc,Criminal,14976180
Verizon Communications Inc,Verizon Communications Inc,American Medical Association,Cyber,184960152
Verizon Communications Inc,Verizon Communications Inc,Rich Products Corporation,Criminal,4045290
Verizon Communications Inc,Verizon Communications Inc,Lua Technologies Inc,Criminal,473385
Verizon Communications Inc,Verizon Communications Inc,Valero Energy Inc,Investigation,8956923
Verizon Communications Inc,Verizon Communications Inc,Syneos Health Inc,Investigation,10888212
Verizon Communications Inc,Verizon Communications Inc,Boyd Gaming Corp,Investigation,15212069
Verizon Communications Inc,Verizon Communications Inc,Prestige Brands Inc,Investigation,527176
Verizon Communications Inc,Verizon Communications Inc,Uptake Technologies Inc,Investigation,167277
Verizon Communications Inc,Verizon Communications Inc,Unicom Inc,Legal,13197363
Verizon Communications Inc,Verizon Communications Inc,New York Yankees,Legal,207113773
Verizon Communications Inc,Verizon Communications Inc,Covanta Holding Corp,Legal,23672400
Verizon Communications Inc,Verizon Communications Inc,Americredit Automobile Receivables Trust 2018-1,Legal,59181
Verizon Communications Inc,Verizon Communications Inc,Hilcorp Energy I Lp,Legal,335359
Verizon Communications Inc,Verizon Communications Inc,Cnx Resources Corp,Legal,64921557
Verizon Communications Inc,Verizon Communications Inc,Talen Energy Supply Llc,Named,445063
Verizon Communications Inc,Verizon Communications Inc,Exact Sciences Corp,HumanResources,11175585
Verizon Communications Inc,Verizon Communications Inc,National Academies,Named,516751
Verizon Communications Inc,Verizon Communications Inc,Renown Health,Cyber,10831968
Verizon Communications Inc,Verizon Communications Inc,Sta Srl,Contract,10759500
Verizon Communications Inc,Verizon Communications Inc,Bank Of China Ltd Ad,Contract,15979500
Verizon Communications Inc,Verizon Communications Inc,Brookfield Renewable Partners Lp,NaturalDisaster,2000360
Verizon Communications Inc,Verizon Communications Inc,Chesapeake Energy Corp,NaturalDisaster,5626120
Verizon Communications Inc,Verizon Communications Inc,Anheuser-Busch Inc,NaturalDisaster,598560
Verizon Communications Inc,Verizon Communications Inc,Akqa Inc,Government,155020
Verizon Communications Inc,Verizon Communications Inc,Pro Mach Group Inc,Government,4044
Verizon Communications Inc,Verizon Communications Inc,Bp Plc,Government,17304276
Verizon Communications Inc,Verizon Communications Inc,Huawei Investment And Holding Co Ltd,Government,18896938
Verizon Communications Inc,Verizon Communications Inc,Intermed,Labor,21240
Verizon Communications Inc,Verizon Communications Inc,Wakefern Food Corp,Labor,69384
Verizon Communications Inc,Verizon Communications Inc,Toll Brothers Finance Co,Labor,1062
Verizon Communications Inc,Verizon Communications Inc,Dcp Midstream Operating Llc,Meeting,636
Verizon Communications Inc,Verizon Communications Inc,The Bank Of New York Mellon,Labor,3045816
Verizon Communications Inc,Verizon Communications Inc,Zayo Group Holdings Inc,Terrorism,129965
Verizon Communications Inc,Verizon Communications Inc,Merck Kgaa,Corporate,536595018
Verizon Communications Inc,Verizon Communications Inc,Lucozade Ribena Suntory Limited,Investigation,30414
Verizon Communications Inc,Verizon Communications Inc,Kona Brewing Co Llc,Contract,180000
Verizon Communications Inc,Verizon Communications Inc,New Red Finance Inc,Contract,40500
Verizon Communications Inc,Verizon Communications Inc,Iqvia Holdings Inc  1,NaturalDisaster,2545600
Verizon Communications Inc,Verizon Communications Inc,Aetna Inc,Government,4407960
Verizon Communications Inc,Verizon Communications Inc,Pbf Finance Corporation,Government,18872
Verizon Communications Inc,Verizon Communications Inc,United Rentals Inc /De,Meeting,52488
Verizon Communications Inc,Verizon Communications Inc,Fair Isaac Corp,Meeting,58296
Verizon Communications Inc,Verizon Communications Inc,Office Of Inspector General,Contract,9940500
Verizon Communications Inc,Verizon Communications Inc,Coca-Cola European Partners Plc,Government,1127602
Verizon Communications Inc,Verizon Communications Inc,News Corp,NaturalDisaster,29690640
Verizon Communications Inc,Verizon Communications Inc,Crown Americas Capital Vi Corp,Government,2696
Verizon Communications Inc,Verizon Communications Inc,Factset Research Systems Inc,Labor,6782286
Verizon Communications Inc,Verizon Communications Inc,Hartford Healthcare Corporation,Labor,483918
Verizon Communications Inc,Verizon Communications Inc,Mandg Real Estate Limited,Labor,27258
Verizon Communications Inc,Verizon Communications Inc,Panduit Corp,Meeting,828
Verizon Communications Inc,Verizon Communications Inc,Sk Telecom Corp,Meeting,25776
Verizon Communications Inc,Verizon Communications Inc,Silk,Terrorism,97439
Verizon Communications Inc,Verizon Communications Inc,Muscular Dystrophy Association Inc,Terrorism,88126
Verizon Communications Inc,Verizon Communications Inc,Endeavor Energy Resources Lp,Criminal,5121165
Verizon Communications Inc,Verizon Communications Inc,Westlake Chemical Corp,Investigation,12576189
Verizon Communications Inc,Verizon Communications Inc,Outfront Media Capital Corporation,Investigation,40552
Verizon Communications Inc,Verizon Communications Inc,Vuzix Corp,Named,6774516
Verizon Communications Inc,Verizon Communications Inc,Impossible Foods Inc,Named,5735040
Verizon Communications Inc,Verizon Communications Inc,European Commission,Legal,1681766204
Verizon Communications Inc,Verizon Communications Inc,National Security Agency,Contract,6601500
Verizon Communications Inc,Verizon Communications Inc,Dallas Mavericks,Contract,7209000
Verizon Communications Inc,Verizon Communications Inc,American Roller Company Llc,Government,4718
Verizon Communications Inc,Verizon Communications Inc,Simon Property Group Inc /De/,NaturalDisaster,5495400
Verizon Communications Inc,Verizon Communications Inc,Salesforcecom Llc,Government,1093228
Verizon Communications Inc,Verizon Communications Inc,Teledyne Technologies Inc,Labor,876858
Verizon Communications Inc,Verizon Communications Inc,Citizens Financial Group Inc,Meeting,60132
Verizon Communications Inc,Verizon Communications Inc,Mdc Partners Inc,SupplyChain,32942486
Verizon Communications Inc,Verizon Communications Inc,Kraft Heinz Foods Co,Corporate,15209712
Verizon Communications Inc,Verizon Communications Inc,Mcafee Inc,SupplyChain,223361740
Verizon Communications Inc,Verizon Communications Inc,Invitation Homes 2018-Sfr1 Trust,Corporate,543204
Verizon Communications Inc,Verizon Communications Inc,Nvidia Corp,SupplyChain,1477333424
Verizon Communications Inc,Verizon Communications Inc,V F Corp,Corporate,429040626
Verizon Communications Inc,Verizon Communications Inc,Dte Energy Co,Investigation,44363888
Verizon Communications Inc,Verizon Communications Inc,Tractor Supply Co,Legal,81176605
Verizon Communications Inc,Verizon Communications Inc,Hershey Co,NaturalDisaster,7850940
Verizon Communications Inc,Verizon Communications Inc,Hasbro Inc,Government,6297182
Verizon Communications Inc,Verizon Communications Inc,Altran Technologies Sa,Labor,81066
Verizon Communications Inc,Verizon Communications Inc,Lamb Weston Holdings Inc,Terrorism,217118
Verizon Communications Inc,Verizon Communications Inc,Healthsouth Corporation,Meeting,28956
Verizon Communications Inc,Verizon Communications Inc,Realogy Holdings Corp,Terrorism,257567
Verizon Communications Inc,Verizon Communications Inc,Morgan Sindall Group Plc,Terrorism,49345
Verizon Communications Inc,Verizon Communications Inc,The Boston Consulting Group Inc,Criminal,167018835
Verizon Communications Inc,Verizon Communications Inc,Amsted Industries Incorporated,Labor,9912
Verizon Communications Inc,Verizon Communications Inc,Anheuser-Busch Inc,Meeting,8352
Verizon Communications Inc,Verizon Communications Inc,Arnot Health Inc,Meeting,1512
Verizon Communications Inc,Verizon Communications Inc,Sunrun Inc,Terrorism,592140
Verizon Communications Inc,Verizon Communications Inc,Unitedhealth Group Inc,NaturalDisaster,14835000
Verizon Communications Inc,Verizon Communications Inc,Adtran Inc,Basel,73264338
Verizon Communications Inc,Verizon Communications Inc,Mattamy Group Corporation,Basel,1810215
Verizon Communications Inc,Verizon Communications Inc,Us Metro Bank,Basel,19089540
Verizon Communications Inc,Verizon Communications Inc,Realty Income Corp,Basel,149326281
Verizon Communications Inc,Verizon Communications Inc,Archrock Partners Finance Corp,Basel,460782
Verizon Communications Inc,Verizon Communications Inc,Mandg Real Estate Limited,Basel,2534301
Verizon Communications Inc,Verizon Communications Inc,Dell Inc,Basel,700849422
Verizon Communications Inc,Verizon Communications Inc,Goldman Sachs International,Basel,35809344
Verizon Communications Inc,Verizon Communications Inc,Allegheny Health Network,SupplyChain,24852926
Verizon Communications Inc,Verizon Communications Inc,Edgewell Personal Care Co,Basel,57005316
Verizon Communications Inc,Verizon Communications Inc,Moog Inc,Basel,57828141
Verizon Communications Inc,Verizon Communications Inc,Mimecast Ltd,Disruption,60684270
Verizon Communications Inc,Verizon Communications Inc,Syneos Health Inc,Basel,70697124
Verizon Communications Inc,Verizon Communications Inc,Sofi Consumer Loan Program 2019-1 Trust,Disruption,24177
Verizon Communications Inc,Verizon Communications Inc,Liquid Web,Basel,4344516
Verizon Communications Inc,Verizon Communications Inc,Sabine Pass Liquefaction Llc,Basel,2238084
Verizon Communications Inc,Verizon Communications Inc,Wash Multifamily Acquisition Inc,SupplyChain,337065
Verizon Communications Inc,Verizon Communications Inc,Airbus,SupplyChain,826258670
Verizon Communications Inc,Verizon Communications Inc,Changeorg Inc,Basel,12474027
Verizon Communications Inc,Verizon Communications Inc,Virgin Atlantic Airways Limited,Basel,92979225
Verizon Communications Inc,Verizon Communications Inc,Tracfone Wireless Inc,SupplyChain,3483005
Verizon Communications Inc,Verizon Communications Inc,Cleveland Clinic Corp,SupplyChain,22763123
Verizon Communications Inc,Verizon Communications Inc,Sse,SupplyChain,139612323
Verizon Communications Inc,Verizon Communications Inc,Blue Apron Holdings Inc,SupplyChain,61570540
Verizon Communications Inc,Verizon Communications Inc,University Of Exeter,SupplyChain,72738627
Verizon Communications Inc,Verizon Communications Inc,Goldman Sachs International,SupplyChain,24448448
Verizon Communications Inc,Verizon Communications Inc,Convene,Corporate,7152186
Verizon Communications Inc,Verizon Communications Inc,Verizon Media,Corporate,184960962
Verizon Communications Inc,Verizon Communications Inc,Lincare Holdings Inc,Corporate,6156312
Verizon Communications Inc,Verizon Communications Inc,Southwest Airlines Company,Corporate,3677943750
Verizon Communications Inc,Verizon Communications Inc,Mott Macdonald Limited,Corporate,31053162
Verizon Communications Inc,Verizon Communications Inc,Targa Resources Partners Finance Corporation,Corporate,2534952
Verizon Communications Inc,Verizon Communications Inc,Steel Dynamics Enterprises Inc,Corporate,19102674
Verizon Communications Inc,Verizon Communications Inc,Gilead Sciences Sas,Disruption,37425996
Verizon Communications Inc,Verizon Communications Inc,Mckesson Corp,Cyber,363945528
Verizon Communications Inc,Verizon Communications Inc,Direct Line Insurance Group Plc,Cyber,27466776
Verizon Communications Inc,Verizon Communications Inc,Rolls Royce Grp,Cyber,46766592
Verizon Communications Inc,Verizon Communications Inc,Archrock Partners Finance Corp,Disruption,338478
Verizon Communications Inc,Verizon Communications Inc,Gates Corporation,Disruption,27682665
