GRAPH,NODE DISTANCE,Node,DATE,CLASS,THEMES,P_VALUE,DOCSENTIMENT,SENTIMENT,FINANCIALSENTIMENT,IMPACT,SALIENCY_V1,CONFIDENCE
Morgan Stanley International Holdings Inc,2,Coinbase Global Inc,2/28/22,Investigation,"
  Cyber Security,
  SASB Business Ethics,
  Government
",0.235294,-0.1149,-0.200561106,,0.655238211,0.901859462,0.578569991
Coca-Cola Company,2,Cadila Healthcare Limited,3/31/22,Disruption,"
  Coronavirus
",0.1,0.184595451,0,,0.598647296,0.792238414,0.597862724
Alphabet Inc,2,Sunpower Corp,3/22/22,Corporate Fraud,"
  Lawsuit
",0.117647,0.021079311,-0.178187862,-0.466447115,0.829337537,0.94846791,0.502469272
Morgan Stanley International Holdings Inc,2,Deutsche Bank,1/4/22,Breach,"
  Banking
",0.176471,0.12048889,-0.109688282,,0.711318791,0.96741277,0.510687448
Alphabet Inc,3,Sunpower Corp,1/26/22,Litigation,"
  IPO ICO
",0.058824,0.066633336,-0.267591238,0,0.878528655,0.875786781,0.599218383
Alphabet Inc,3,Sunpower Corp,1/26/22,Investigation,"
  IPO ICO
",0.058824,0.066633336,-0.267591238,0,0.878528655,0.875786781,0.599218383
Pepsico Inc,2,Apple Inc,3/2/22,Sanctions,"
  SASB Supply Chain Management
",0.058824,-0.013556044,-0.319921225,-0.827879965,0.702715814,0.677069426,0.508267502
Alphabet Inc,2,Apple Inc,3/2/22,Sanctions,"
  SASB Supply Chain Management
",0.058824,-0.013556044,-0.319921225,-0.827879965,0.702715814,0.677069426,0.508267502
Coca-Cola Company,1,Chevron Corp,2/13/22,Sanctions,"
  Sanctions,
  Oil
",0.058824,0.171220005,-0.291267902,-0.779294312,0.715092421,0.87422502,0.568753719
Coca-Cola Company,1,Nestle Sa Cham Et Ve,3/23/22,Breach,"
  Cyber Security,
  Cyber Crime
",0.117647,-0.046602,-0.151070401,-0.75871712,0.885631263,0.95855099,0.509192392
Pepsico Inc,3,Deutsche Bank,2/21/22,Investigation,"
  Banking
",0.294118,0.047542106,-0.272670954,,0.809367418,0.831772983,0.51443318
Goldman Sachs Group Inc,1,Huntsman Corp,2/18/22,Reorganization,"
  Earnings
",0.176471,0.238232851,0.13861376,0.423878461,0.740882099,0.747980893,0.595526448
Goldman Sachs Group Inc,1,Natera Inc,1/15/22,Investigation,"
  Artificial Intelligence,
  Lawsuit
",0.117647,0.118308932,-0.22976923,-0.929705203,0.892799556,0.94263196,0.515163352
Goldman Sachs Group Inc,2,Sprint Corp,3/1/22,Fraud,"
  Telecom
",0.235294,-0.398383319,-0.294010013,,0.795378447,0.843869209,0.466832346
Microsoft Corp,1,Amex Global Holdings Cv,3/6/22,Sanctions,"
  Banking
",0,-0.090861112,-0.267144471,,0.744992673,0.930681109,0.595027593
Microsoft Corp,2,Nvidia Corp,2/27/22,Ransomware Attack,"
  Cyber Security,
  Cyber Crime
",0.117647,-0.109300002,-0.236822829,,0.847396553,0.978020966,0.49229927
Microsoft Corp,3,Sunpower Corp,2/11/22,Investigation,"
  IPO ICO
",0,0.051991489,-0.257561624,0,0.87070775,0.822078109,0.599158162
Microsoft Corp,3,Sunpower Corp,2/11/22,Investigation,"
  IPO ICO
",0,0.051991489,-0.257561624,0,0.87070775,0.822078109,0.599158162
Microsoft Corp,1,London Stock Exchange Group Plc,3/16/22,Sanctions,"
  Blockchain,
  Cybercurrency,
  Sanctions
",0.235294,-0.360533327,-0.080154769,,0.691879153,0.870663524,0.62600959
Alphabet Inc,1,Amazon Com Inc,1/16/22,Investigation,"
  Natural Disaster,
  Disruptive Event
",0,-0.219571427,-0.211607009,,0.874209762,0.940462351,0.505756284
Coca-Cola Company,2,Msci Inc,2/4/22,Investigation,"
  Banking,
  SASB Employee Engagement, Diversity & Inclusion,
  Joint Venture / Parthership,
  Credit Change
",0.176471,0.125529543,-0.167737857,0.123325646,0.91007942,0.92263335,0.539600766
Microsoft Corp,1,Hewlett Packard Enterprise Comp,2/16/22,Ransomware Attack,"
  Merger and Acquisition,
  Cyber Security,
  Cyber Crime
",0.235294,0.148079485,0.170396402,0.905799448,0.774657905,0.654794335,0.587932511
Microsoft Corp,1,Sandp Global Inc,3/9/22,Sanctions,"
  Sanctions,
  Merger and Acquisition
",0.294118,0.01728889,0,,0.775355637,0.779201448,0.602031302
Goldman Sachs Group Inc,3,Insurance Australia Group Ltd,3/3/22,Litigation,"
  Lawsuit
",0,0.063444443,-0.238130257,,0.853871644,0.838314712,0.596087637
Coca-Cola Company,2,Facebook Inc,3/8/22,Sanctions,"
  Coronavirus
",0.058824,-0.296317637,-0.247475207,,0.745411873,0.827915251,0.506883741
Pepsico Inc,1,Apollo Global Management Llc,1/14/22,Bankruptcy,"
  Corporate Restructuring,
  Bankruptcy
",0.294118,0.280127764,-0.063774802,0.552669227,0.686558545,0.936467588,0.597489156
Microsoft Corp,1,Verizon Communications Inc,1/29/22,Dispute,"
  Aviation
",0.294118,-0.047188096,-0.074171126,,0.681955218,0.815415263,0.594986786
Morgan Stanley International Holdings Inc,3,Sap Se,1/24/22,Disruption,"
  SASB Materials Sourcing & Efficiency,
  Joint Venture / Parthership,
  Oil,
  Supply Chain
",0.294118,0.286537051,0.094378941,0.57675904,0.913383186,0.94529742,0.598248156
Microsoft Corp,1,Amex Global Holdings Cv,3/4/22,Bankruptcy,"
  Fraud
",0.294118,-0.039716419,-0.230218202,-0.518233478,0.768325567,0.800072432,0.501625141
Pepsico Inc,3,Norfolk Southern Corp,2/16/22,Dispute,"
  Gov and Politics
",0.176471,0.028637333,-0.003215554,0,0.640960932,0.526702344,0.540161061
Alphabet Inc,2,Warner Media Llc,2/16/22,Investigation,"
  Gov and Politics
",0.294118,-0.128521666,-0.232251823,,0.71810174,0.540260673,0.495767212
Goldman Sachs Group Inc,3,Banco Bilbao Viscaya Argentaria Sa,3/18/22,Disruption,"
  Dividend,
  Economic Activity,
  Artificial Intelligence,
  Banking,
  SASB Business Model Resilience,
  Fintech
",0.294118,0.247445539,0.329894215,0.879504919,0.742029727,0.915882289,0.512415604
Goldman Sachs Group Inc,1,Altice,3/17/22,Dispute,"
  Telecom
",0.235294,0.111716665,-0.261974782,,0.69603622,0.96391964,0.491342915
Morgan Stanley International Holdings Inc,1,Hertz Global Holdings Inc,1/26/22,Bankruptcy,"
  Joint Venture / Parthership
",0.058824,0.065923333,0.042777311,0,0.599235415,0.822716236,0.51335059
Goldman Sachs Group Inc,1,Bright Health Inc,3/3/22,Investigation,"
  IPO ICO,
  Coronavirus
",0.176471,0.163904995,-0.10991808,-0.396193177,0.799535513,0.961749375,0.790389251
Goldman Sachs Group Inc,1,Bright Health Inc,1/19/22,Breach,"
  Coronavirus,
  Debt Offering,
  Lawsuit,
  IPO ICO
",0,0.19614242,-0.075760976,-0.402130097,0.682340562,0.939555824,0.926051411
Pepsico Inc,1,Unilever Plc,1/23/22,Sanctions,"
  Merger and Acquisition
",0.176471,-0.100554548,-0.164834753,,0.915599942,0.978263676,0.587587216
Pepsico Inc,3,Twitter Inc,1/13/22,Removal,"
  Government
",0.058824,-0.070973337,-0.222582191,,0.811014473,0.782802999,0.497395737
Microsoft Corp,1,Altaba Inc,1/30/22,Fraud,"
  Cyber Crime,
  Cyber Security
",0.117647,-0.090788424,-0.088936359,,0.868484914,0.861822605,0.511494756
Alphabet Inc,3,Mckesson Corp,1/7/22,Investigation,"
  Lawsuit
",0.058824,0.075582497,0.265903234,,0.569269478,0.654326856,0.550386515
Goldman Sachs Group Inc,1,Huntsman Corp,1/2/22,Disruption,"
  Automotive Industry,
  Spinoff,
  Corporate Restructuring,
  Merger and Acquisition,
  Coronavirus
",0,0.246688887,0.274587899,0.72608614,0.61412859,0.725391388,0.43663583
Coca-Cola Company,1,Deutsche Bank,2/15/22,Investigation,"
  Bribery,
  Artificial Intelligence,
  Fintech,
  Cyber Security,
  Money Laundering,
  Drugs,
  Banking
",0.176471,-0.042947438,-0.164618045,,0.766601741,0.648180664,0.601892083
Alphabet Inc,1,Twitter Inc,2/3/22,Disruption,"
  Government
",0.058824,-0.071004763,-0.041186936,,0.784452438,0.753460705,0.499447635
Coca-Cola Company,1,Moodys Corp /De/,3/6/22,Disruption,"
  SASB Materials Sourcing & Efficiency,
  Supply Chain,
  Sanctions,
  Banking,
  Debt Offering,
  Credit Change,
  SASB Supply Chain Management,
  Default,
  Economic Activity
",0.117647,0.042073142,-0.30027771,-0.007291978,0.873434961,0.560473263,0.805345904
Goldman Sachs Group Inc,2,Jp Morgan Chase And Co,2/27/22,Fraud,"
  Lawsuit,
  Money Laundering
",0.294118,0.067902565,-0.255448133,,0.800729871,0.897172928,0.49938477
Pepsico Inc,2,Merck And Co Inc,3/2/22,Clinical Trial,"
  Coronavirus
",0.058824,0.089431249,0.241312608,,0.606465995,0.503787816,0.563280556
Morgan Stanley International Holdings Inc,1,Jp Morgan Chase And Co,2/27/22,Fraud,"
  Lawsuit,
  Money Laundering
",0.294118,0.067902565,-0.255448133,,0.800729871,0.897172928,0.49938477
Goldman Sachs Group Inc,2,Apple Inc,2/8/22,Manipulation,"
  Government,
  SASB Business Ethics,
  SASB Human Rights & Community Relations,
  Social Justice,
  Gov and Politics
",0.058824,0.062484287,-0.15474537,0,0.881203592,0.699673176,0.508142926
Pepsico Inc,1,Moodys Corp /De/,1/19/22,Disruption,"
  Merger and Acquisition,
  Credit Change,
  Earnings
",0.235294,0.193997532,-0.344965547,-0.020023974,0.748612344,0.61120671,0.776636458
Goldman Sachs Group Inc,1,Uber Technologies Inc,2/20/22,Investigation,"
  Robbery,
  Violent Action
",0.058824,-0.193350002,-0.278472245,,0.766742408,0.921490908,0.503746368
Coca-Cola Company,2,Facebook Inc,1/19/22,Ddos Attack,"
  Merger and Acquisition,
  Cyber Crime,
  Artificial Intelligence,
  Blockchain,
  Cyber Security,
  Gov and Politics,
  Cybercurrency
",0.058824,-0.049484823,-0.270325333,,0.815252542,0.748196363,0.572620802
Morgan Stanley International Holdings Inc,2,Deutsche Bank,2/15/22,Money Laundering,"
  Bribery,
  Artificial Intelligence,
  Fintech,
  Cyber Security,
  Money Laundering,
  Drugs,
  Banking
",0.176471,-0.042947438,-0.164618045,,0.766601741,0.648180664,0.601892083
Goldman Sachs Group Inc,3,Pacific Gas And Electric Co,1/25/22,Removal,"
  Natural Disaster
",0,-0.151212245,0,,0.646526396,0.668012381,0.610659027
Coca-Cola Company,1,Diageo Plc,1/27/22,Disruption,"
  Joint Venture / Parthership
",0.058824,0.264168978,0.234956309,,0.805901647,0.892216802,0.528040793
Goldman Sachs Group Inc,2,Moodys Corp /De/,1/6/22,Downgrade,"
  Credit Change,
  Default,
  Analyst Downgrade,
  Banking
",0.235294,0.130602255,-0.28617698,0.085172094,0.731457353,0.623768985,0.612331939
Microsoft Corp,2,Bank Of America Corp,1/6/22,Reorganization,"
  Debt Offering,
  Merger and Acquisition
",0.058824,0.128973678,-0.048634838,0.767950475,0.657176316,0.89910382,0.508169042
Morgan Stanley International Holdings Inc,2,Coinbase Global Inc,2/14/22,Hack,"
  Cybercurrency,
  Merger and Acquisition,
  SASB Materials Sourcing & Efficiency,
  Blockchain,
  Supply Chain
",0.117647,0.212437972,-0.005536722,-0.186583191,0.758359194,0.579858184,0.587643851
Microsoft Corp,2,Moodys Corp /De/,1/12/22,Fraud,"
  Credit Change
",0.294118,0.137333333,-0.265136451,0,0.655975223,0.528167307,0.784740133
Alphabet Inc,1,Baidu Inc,2/4/22,Litigation,"
  Lawsuit,
  Banking
",0.058824,0.172671422,-0.092690356,-0.480971664,0.714558661,0.588050842,0.581462175
Alphabet Inc,2,Sunpower Corp,3/10/22,Corporate Fraud,"
  Fraud
",0.117647,0.001565217,-0.052750647,-0.348112971,0.870224655,0.93418014,0.601586968
Pepsico Inc,2,Centene Corp,2/15/22,Investigation,"
  Government
",0.176471,-0.021491177,-0.099575922,,0.869202137,0.783468425,0.471578374
Goldman Sachs Group Inc,3,Oracle Corp,3/6/22,Investigation,"
  Coronavirus,
  Merger and Acquisition
",0.294118,0.240625575,-0.448241472,0,0.694903493,0.704719305,0.589285267
Alphabet Inc,1,Oracle Corp,3/6/22,Investigation,"
  Coronavirus,
  Merger and Acquisition
",0.294118,0.240625575,-0.448241472,0,0.694903493,0.704719305,0.589285267
Coca-Cola Company,1,Barclays Plc,3/5/22,Arrest,"
  Banking
",0.058824,-0.021876,-0.10595499,-0.720260143,0.753912568,0.915459275,0.51024852
Goldman Sachs Group Inc,1,Credit Suisse Group,3/6/22,Criminal Investigation,"
  Money Laundering,
  Banking
",0.117647,0.063319869,-0.158366263,0,0.935788751,0.783977807,0.50933451
Morgan Stanley International Holdings Inc,1,Credit Suisse Group,3/6/22,Criminal Investigation,"
  Money Laundering,
  Banking
",0.117647,0.063319869,-0.158366263,0,0.935788751,0.783977807,0.50933451
Goldman Sachs Group Inc,1,Credit Suisse Group,3/6/22,Investigation,"
  Money Laundering,
  Banking
",0.117647,0.063319869,-0.158366263,0,0.935788751,0.783977807,0.50933451
Coca-Cola Company,1,Bank Of America Corp,2/20/22,Money Laundering,"
  Banking,
  Money Laundering
",0.117647,-0.069834247,-0.201039121,,0.744751215,0.693745911,0.489394607
Microsoft Corp,1,Gap Inc,3/4/22,Store Closure,"
  Merger and Acquisition
",0.058824,0.201242417,-0.324527383,,0.588023722,0.716319919,0.47864391
Coca-Cola Company,1,Moodys Corp /De/,3/10/22,Disruption,"
  SASB Supply Chain Management,
  Banking,
  Sanctions,
  Government,
  Default,
  Economic Activity,
  Credit Change
",0.294118,0.075220272,-0.321352541,-0.27641499,0.714128435,0.625798047,0.736517963
Goldman Sachs Group Inc,1,Didi Global Inc,2/20/22,Investigation,"
  IPO ICO
",0,0.243000001,0.106408656,0.635995388,0.777472854,0.879238069,0.594873626
Microsoft Corp,3,Citrix Systems Inc,1/17/22,Litigation,"
  Lawsuit,
  Corporate Restructuring
",0.176471,0.129163161,-0.223098084,-0.4849177,0.711821377,0.950053513,0.596730764
Microsoft Corp,1,Dell Inc,1/12/22,Breach,"
  Cyber Security,
  Cyber Crime
",0.176471,0.268744826,0.445439875,,0.738641977,0.687549472,0.584587442
Alphabet Inc,1,The Walt Disney Co,2/13/22,Investigation,"
  Violent Action,
  Sports
",0.058824,-0.036688637,-0.29049167,,0.793702543,0.900201142,0.509300451
Microsoft Corp,2,Eclipse Resources Corp,1/17/22,Investigation,"
  SASB Materials Sourcing & Efficiency,
  Supply Chain
",0,0.157920003,0.122840464,,0.772863507,0.787522256,0.592827622
Goldman Sachs Group Inc,1,Bright Health Inc,1/7/22,Investigation,"
  Coronavirus,
  Earnings,
  IPO ICO
",0.058824,0.34528181,-0.073279485,-0.32169342,0.673904836,0.979538441,0.923293825
Goldman Sachs Group Inc,2,Goodyear Tire And Rubber Co /Oh/,1/12/22,Litigation,"
  Lawsuit
",0.294118,0.029732352,-0.169365957,,0.700831294,0.533749521,0.533564494
Coca-Cola Company,1,Apple Inc,2/20/22,Investigation,"
  Cybercurrency,
  Blockchain,
  Cyber Crime
",0.058824,-0.165399998,-0.140217662,,0.825771272,0.934467077,0.500283052
Microsoft Corp,2,Pfizer Inc,3/12/22,Clinical Trial,"
  Drugs,
  SASB Materials Sourcing & Efficiency,
  Supply Chain
",0.294118,0.045111999,-0.020788509,0.399685383,0.723809719,0.921259105,0.509289416
Microsoft Corp,1,Nintendo Co Ltd,3/6/22,Disruption,"
  Cyber Security
",0.176471,0.031704348,-0.138539374,-0.935454547,0.782339752,0.735075057,0.382337519
Coca-Cola Company,3,Hp Inc,2/15/22,Investigation,"
  SASB Materials Sourcing & Efficiency,
  Supply Chain
",0.058824,-0.143600002,-0.061000556,-0.818746746,0.848966062,0.929706156,0.599789517
Microsoft Corp,1,Hp Inc,2/15/22,Wire Fraud,"
  SASB Materials Sourcing & Efficiency,
  Supply Chain
",0.058824,-0.143600002,-0.061000556,-0.818746746,0.848966062,0.929706156,0.599789517
Morgan Stanley International Holdings Inc,3,Bank Of New York Mellon Corp,3/24/22,Investigation,"
  Improper Trading
",0.294118,0.0030125,-0.430349141,,0.81746161,0.82201165,0.598854801
Morgan Stanley International Holdings Inc,2,Moodys Corp /De/,3/3/22,Fraud,"
  Credit Change,
  SASB Materials Sourcing & Efficiency,
  SASB Supply Chain Management,
  Supply Chain
",0.058824,0.096284002,-0.318514317,0.097591415,0.768097401,0.623337328,0.781064892
Microsoft Corp,1,Sap Se,3/21/22,Investigation,"
  Supply Chain,
  SASB Materials Sourcing & Efficiency
",0.235294,0.345912129,0.013368806,0,0.773331702,0.774894834,0.524743931
Goldman Sachs Group Inc,2,Msci Inc,2/24/22,Sanctions,"
  Sanctions
",0.176471,0,-0.140511811,,0.836629093,0.988180339,0.599747758
Microsoft Corp,1,Apple Inc,2/25/22,Sanctions,"
  Banking
",0.058824,0.07773333,-0.057033125,,0.589058876,0.776933134,0.598374061
Goldman Sachs Group Inc,1,Credit Suisse Group,2/26/22,Investigation,"
  Banking,
  Drugs,
  Money Laundering,
  Merger and Acquisition
",0.117647,0.045709435,-0.180551693,-0.245277271,0.767167151,0.741100669,0.510830177
Pepsico Inc,2,Sanofi Sa,3/7/22,Disruption,"
  SASB Materials Sourcing & Efficiency,
  Merger and Acquisition,
  Supply Chain
",0.235294,0.088247828,0.010899819,,0.677366912,0.681164086,0.492117538
Pepsico Inc,1,Moodys Corp /De/,1/20/22,Downgrade,"
  Default,
  Payment Default,
  Liquidity,
  Analyst Downgrade,
  Credit Change
",0.176471,0.153745458,-0.260405004,0.085074417,0.712850869,0.62915206,0.776636458
Microsoft Corp,1,Cisco Systems Inc,3/8/22,Disruption,"
  Management Change
",0.294118,0.381838471,0.249489173,0.341798931,0.832711458,0.984408259,0.579442224
Microsoft Corp,1,Vmware Inc,2/2/22,Disruption,"
  Spinoff
",0.117647,0.305630773,0.186557457,0.228602633,0.862603307,0.930905223,0.484525851
Coca-Cola Company,1,Jp Morgan Chase And Co,3/12/22,Disruption,"
  Climate Change,
  Banking,
  Sanctions
",0.235294,-0.042817857,-0.139130756,0,0.787155449,0.807416558,0.598404785
Alphabet Inc,3,Mastercard Inc,3/5/22,Sanctions,"
  Banking
",0.176471,-0.099714287,-0.135287195,0,0.755083144,0.826861799,0.571919256
Pepsico Inc,1,Barclays Plc,1/2/22,Investigation,"
  Banking
",0.294118,0.112313636,-0.188721851,-0.925470114,0.771533549,0.663546324,0.60089973
Pepsico Inc,1,Deutsche Bank,1/27/22,Manipulation,"
  Banking
",0.176471,-0.19848077,-0.166418463,,0.817570269,0.827240407,0.51129421
Alphabet Inc,1,Microsoft Corp,1/14/22,Investigation,"
  SASB Business Ethics,
  SASB Employee Engagement, Diversity & Inclusion,
  Harassment,
  Diversity and Discrimination,
  SASB Labor Practices
",0.058824,0.025165001,-0.078524068,0,0.900772929,0.960345745,0.726765438
Microsoft Corp,2,Solarwinds Inc,1/25/22,Breach,"
  Presidential Transition,
  Government,
  Cyber Crime
",0.058824,0.093557499,-0.283988565,0,0.906111896,0.80237335,0.475147084
Goldman Sachs Group Inc,1,Tencent Music Entertainment Group,3/3/22,Reorganization,"
  Merger and Acquisition
",0,0.299461544,-0.016647711,0.000175578,0.707485914,0.965546966,0.502919684
Goldman Sachs Group Inc,3,Gilead Sciences Inc,2/3/22,Litigation,"
  Coronavirus
",0.235294,0.116544187,-0.116281211,,0.663958371,0.933516324,0.496895369
Goldman Sachs Group Inc,3,Cummins Inc,2/28/22,Sanctions,"
  SASB Materials Sourcing & Efficiency,
  Sanctions
",0.176471,0.02699,-0.084526792,-0.971901536,0.830783069,0.954641581,0.601492186
Microsoft Corp,2,Pfizer Inc,1/31/22,Clinical Trial,"
  Joint Venture / Parthership,
  SASB Materials Sourcing & Efficiency
",0.294118,0.278531373,0.467404395,,0.820481539,0.914438546,0.50837794
Goldman Sachs Group Inc,2,Ihs Markit Ltd,1/23/22,Disruption,"
  SASB Materials Sourcing & Efficiency,
  Oil,
  e-Commerce,
  Supply Chain,
  Automotive Industry
",0.058824,0.051471155,0.084102586,0,0.895419359,0.856645763,0.641937205
Goldman Sachs Group Inc,2,Msci Inc,2/28/22,Sanctions,"
  Economic Activity,
  Sanctions
",0.176471,-0.023779487,-0.270922244,-0.847814679,0.732774794,0.865757346,0.510478182
Morgan Stanley International Holdings Inc,2,Jp Morgan Chase And Co,3/18/22,Sanctions,"
  Banking,
  Default,
  Payment Default
",0.058824,-0.141407698,-0.280628234,0,0.742075086,0.896295249,0.601386758
Alphabet Inc,1,Baidu Inc,1/9/22,Litigation,"
  Lawsuit,
  Banking
",0.058824,0.130815148,-0.111777097,-0.961943328,0.704204798,0.710315228,0.402984326
Coca-Cola Company,1,Kraft Heinz Co,2/3/22,Breach,"
  Merger and Acquisition,
  Lawsuit
",0.176471,-0.108840622,-0.233545274,-0.374210209,0.860590339,0.924404502,0.578018282
Alphabet Inc,3,Symantec Corp,1/31/22,Sanctions,"
  Cyber Crime
",0.117647,0.005608824,-0.333093733,,0.722345471,0.579143286,0.5077562
Alphabet Inc,2,Apple Inc,2/27/22,Litigation,"
  SASB Materials Sourcing & Efficiency,
  Supply Chain,
  Sanctions
",0.058824,0.042600386,-0.13264966,,0.999891281,0.76932162,0.511198158
Goldman Sachs Group Inc,2,Apple Inc,2/27/22,Investigation,"
  SASB Materials Sourcing & Efficiency,
  Supply Chain,
  Sanctions
",0.058824,0.042600386,-0.13264966,,0.999891281,0.76932162,0.511198158
Coca-Cola Company,2,Weight Watchers International Inc,3/10/22,Investigation,"
  SASB Customer Privacy
",0,-0.121752635,-0.254848361,-0.824484408,0.64503324,0.919722974,0.510930867
Morgan Stanley International Holdings Inc,3,Bank Of New York Mellon Corp,1/25/22,Hacking,"
  Banking
",0.235294,0.242026806,0.226066336,0,0.739866376,0.602220297,0.589594414
Morgan Stanley International Holdings Inc,1,Bank Of America Corp,1/7/22,Bankruptcy,"
  Banking,
  SASB Systemic Risk Management,
  Economic Activity
",0.235294,0.04124976,0.014896468,-0.031665161,0.928138196,0.806634963,0.506714509
Pepsico Inc,1,Nestle Sa Cham Et Ve,3/22/22,Investigation,"
  Disruptive Event
",0.176471,-0.190523073,-0.37137118,,0.808182597,0.812618613,0.517699771
Coca-Cola Company,1,Chevron Corp,1/24/22,Sanctions,"
  Joint Venture / Parthership
",0.058824,-0.029184615,0.140375346,,0.707144558,0.82876879,0.504863177
Goldman Sachs Group Inc,1,Bright Health Inc,2/25/22,Fraud,"
  Coronavirus
",0,0.125300005,-0.096149273,-0.579404533,0.828222513,0.95360148,0.769316587
Goldman Sachs Group Inc,1,Uber Technologies Inc,2/26/22,Investigation,"
  SASB Employee Engagement, Diversity & Inclusion,
  SASB Business Ethics,
  Gov and Politics,
  Harassment
",0.058824,0.028894827,-0.117408767,0,0.781970441,0.962035418,0.561436948
Microsoft Corp,1,Atandt Inc,1/1/22,Investigation,"
  Aviation
",0.294118,0.009894737,-0.187414378,,0.82335043,0.768201292,0.555555219
Goldman Sachs Group Inc,1,Wells Fargo And Company,3/14/22,Data Breach,"
  Banking
",0.235294,-0.127648652,-0.15001528,,0.742797434,0.550848424,0.51108284
Goldman Sachs Group Inc,1,Wells Fargo And Company,2/20/22,Fraud,"
  Banking,
  Cyber Crime
",0.058824,-0.143024996,-0.227853507,,0.874379873,0.944240808,0.511249972
Pepsico Inc,1,Bank Of New York Mellon Corp,1/25/22,Hacking,"
  Banking
",0.117647,0.242026806,0.226066336,0,0.739866376,0.602220297,0.589594414
Morgan Stanley International Holdings Inc,1,Us Bancorp,2/7/22,Money Laundering,"
  Merger and Acquisition,
  Money Laundering
",0.117647,0.109318182,0.227816597,,0.603464901,0.86134845,0.513430428
Pepsico Inc,2,Visa Inc,3/6/22,Sanctions,"
  Banking
",0.294118,-0.107500002,-0.087302357,,0.792464077,0.955147982,0.508413907
Microsoft Corp,1,Equity Bancshares Inc,2/18/22,Data Breach,"
  Cyber Security,
  Theft of Information,
  Cyber Crime,
  Fraud
",0,0.288817465,-0.294682652,-0.312762111,0.649740279,0.723449707,0.500673531
Morgan Stanley International Holdings Inc,1,Deutsche Bank,1/27/22,Wire Fraud,"
  Banking,
  Fraud
",0.176471,0.121520832,-0.207483798,,0.855419517,0.943200231,0.511007404
Alphabet Inc,1,Baidu Inc,1/19/22,Litigation,"
  Banking,
  Lawsuit
",0.235294,0.113886043,-0.100794159,-0.961943328,0.72223711,0.633014262,0.601485885
Goldman Sachs Group Inc,1,Robinhood Markets Inc,2/5/22,Breach,"
  IPO ICO
",0.235294,0.14308919,-0.220102742,-0.719662488,0.850644588,0.918318033,0.572403923
Goldman Sachs Group Inc,2,Moodys Corp /De/,1/11/22,Fraud,"
  Supply Chain,
  Credit Change,
  SASB Materials Sourcing & Efficiency
",0.294118,0.133699998,-0.297821641,0.078553766,0.664494395,0.55309087,0.76375787
Coca-Cola Company,1,Diageo Plc,3/3/22,Removal,"
  SASB Supply Chain Management,
  Supply Chain,
  SASB Materials Sourcing & Efficiency
",0.176471,0.176780552,0.011438519,0,0.665269077,0.744285226,0.429274584
Pepsico Inc,1,Deutsche Bank,1/27/22,Bank Fraud,"
  Banking,
  Fraud
",0.176471,0.058461364,-0.191306964,0,0.861660361,0.905527413,0.51372232
Alphabet Inc,2,Target Corp,2/17/22,Store Closure,"
  Coronavirus,
  Store Closure
",0.058824,-0.102391303,-0.358257204,-0.964444876,0.584230065,0.718970537,0.426517721
Goldman Sachs Group Inc,3,Banco Bilbao Viscaya Argentaria Sa,3/3/22,Breach,"
  Cyber Security,
  Lawsuit,
  Cyber Crime,
  Banking
",0.176471,-0.371205568,-0.521484315,,0.56330353,0.559709311,0.501477948
Coca-Cola Company,1,Philip Morris International Inc,3/2/22,Sanctions,"
  SASB Materials Sourcing & Efficiency,
  Supply Chain
",0.235294,0.225710347,0.365297437,,0.697054386,0.748203695,0.523895784
Microsoft Corp,2,Check Point Software Technologies Inc,1/21/22,Disruption,"
  Cyber Crime,
  Cyber Security
",0.058824,-0.174155816,0.171914786,0.54124999,0.710756242,0.845985651,0.519451332
Alphabet Inc,1,The Walt Disney Co,3/19/22,Investigation,"
  SASB Materials Sourcing & Efficiency
",0.058824,0.040961113,0.085552156,,0.697224438,0.608014941,0.484818336
Microsoft Corp,1,Oracle Corp,3/12/22,Dispute,"
  Lawsuit
",0.235294,-0.053292308,-0.238706589,0,0.765552998,0.946869612,0.502463577
Goldman Sachs Group Inc,3,Oracle Corp,3/12/22,Dispute,"
  Lawsuit
",0.235294,-0.053292308,-0.238706589,0,0.765552998,0.946869612,0.502463577
Goldman Sachs Group Inc,1,Fair Isaac Corp,3/18/22,Bankruptcy,"
  Banking
",0.058824,0.248549998,0,,0.62221086,0.818255246,0.594857439
Morgan Stanley International Holdings Inc,2,Deutsche Bank,1/27/22,Wire Fraud,"
  Banking,
  Fraud
",0.176471,0.058461364,-0.191306964,0,0.861660361,0.905527413,0.51372232
Morgan Stanley International Holdings Inc,2,Deutsche Bank,1/25/22,Disruption,"
  Economy,
  Economic Activity,
  SASB Business Ethics,
  Lawsuit,
  Supply Chain,
  Banking,
  SASB Materials Sourcing & Efficiency,
  Coronavirus
",0.176471,0.013485714,-0.293790758,-0.94883889,0.604072213,0.701002717,0.59017506
Coca-Cola Company,1,Twitter Inc,1/16/22,Arrest,"
  Employee Relations,
  Social Justice,
  Drugs,
  Terrorism,
  Government,
  SASB Human Rights & Community Relations
",0.058824,0.113237634,0.024123883,,0.751906157,0.684596598,0.592472631
Alphabet Inc,2,Ihs Markit Ltd,2/25/22,Investigation,"
  Merger and Acquisition
",0.294118,0.188056529,0.128984824,0.821133316,0.813978851,0.908943534,0.597115723
