GRAPH,STARTING_NODE,ENDING_NODE,CLASS,DOCCOUNT
Microsoft Corp,Google,Tesla Inc,Hacking,4
Jp Morgan Chase And Co,Abbvie Inc,Allergan Plc,Sanctions,18
Verizon Communications Inc,Intercontinental Exchange,Waste Management Inc,Accounting Fraud,4
Morgan Stanley International Holdings Inc,Intercontinental Exchange,Glaukos Corp,Clinical Trial,14
Goldman Sachs Group Inc,Fireeye Inc,Mcafee Inc,Ransomware Attack,7
Verizon Communications Inc,Spirit Airlines Inc,Frontier Airlines Holdings Inc,Accounting Fraud,3
Verizon Communications Inc,Intel Corp,Microsoft Corp,Sanctions,70
Morgan Stanley International Holdings Inc,Fireeye Inc,Mcafee Inc,Hack,3
Microsoft Corp,Activision Blizzard,Microsoft Corp,Regulatory Investigation,14
Microsoft Corp,Analog Devices Sas,Advanced Micro Devices Inc,Sanctions,16
Verizon Communications Inc,Twitter Inc,Google,Cyber Breach,57
Microsoft Corp,Thomson Reuters Corp,Telstra Corp Ltd,Privacy Breach,6
Microsoft Corp,News Corp,Google,Ransomware Attack,10
Jp Morgan Chase And Co,Ironwood Pharmaceuticals Inc,Abbvie Inc,Clinical Trial,40
Morgan Stanley International Holdings Inc,Shore Bancshares Inc,Community Financial Corp /Md/,Corporate Misconduct,9
Microsoft Corp,Xylem Inc,Evoqua Water Technologies Corp,Accounting Fraud,6
Microsoft Corp,Atandt Inc,Kellogg Company,Sanctions,396
Goldman Sachs Group Inc,Equifax Inc,Quest Diagnostics Inc,Hack,132
Pepsico Inc,Merck And Co Inc,Seattle Genetics Inc,Clinical Trial,324
Microsoft Corp,Atandt Inc,T-Mobile Us,Hack,109
Verizon Communications Inc,Zimmer Biomet Holdings,Stryker Corp,Ransomware Attack,64
Microsoft Corp,Medtronic Public Limited Company,Stryker Corp,Ransomware Attack,72
Alphabet Inc,Medtronic Public Limited Company,Stryker Corp,Ransomware Attack,18
Pepsico Inc,Channeladvisor Corp,Commercehub Inc,Corporate Misconduct,14
Pepsico Inc,Nasdaq Inc,Enphase Energy Inc,Corporate Misconduct,10
Microsoft Corp,Google,Uber Technologies Inc,Criminal Investigation,167
Jp Morgan Chase And Co,Amgen Inc,Beigene Ltd,Clinical Trial,98
Alphabet Inc,Alphabet Inc,Google,Privacy Breach,264
Verizon Communications Inc,Stryker Corp,Zimmer Biomet Holdings,Ransomware Attack,32
Pepsico Inc,Microsoft Corp,Activision Blizzard,Corporate Misconduct,6
Microsoft Corp,Twitter Inc,International Business Machines Corp,Hack,32
Microsoft Corp,Apollo Global Management Llc,Wsfs Financial Corp,Corporate Misconduct,12
Jp Morgan Chase And Co,Apollo Global Management Llc,Wsfs Financial Corp,Corporate Misconduct,14
Microsoft Corp,Facebook Inc,Alphabet Inc,Privacy Breach,37
Verizon Communications Inc,W R Grace And Co,Standard Industries Inc,Corporate Misconduct,3
Alphabet Inc,Google,Yandex Nv,Sanctions,50
Microsoft Corp,Nasdaq Inc,Genocea Biosciences,Clinical Trial,12
Jp Morgan Chase And Co,Amazon Com Inc,1Life Healthcare Inc,Corporate Misconduct,6
Verizon Communications Inc,Old National Bancorp /In/,First Midwest Bancorp Inc,Corporate Misconduct,48
Microsoft Corp,Atandt Inc,T-Mobile Us,Hacking,4
Jp Morgan Chase And Co,Baxter International Inc,Hill-Rom Holdings Inc,Corporate Misconduct,77
Jp Morgan Chase And Co,Equifax Inc,Quest Diagnostics Inc,Ddos Attack,5
Goldman Sachs Group Inc,Fiat Chrysler Automobiles Nv,General Motors Limited,Corporate Misconduct,14
Alphabet Inc,Twitter Inc,Tesla Inc,Hacking,207
Microsoft Corp,Google,Facebook Inc,Civil Lawsuit,30
Jp Morgan Chase And Co,Facebook Inc,Google,Civil Lawsuit,30
Pepsico Inc,Total System Services Inc,Global Payments Inc,Accounting Fraud,3
Microsoft Corp,Google,Twitter Inc,Anti-Trust Violation,5
Alphabet Inc,Delta Air Lines Inc,Singapore Airlines Ltd,Hack,8
Microsoft Corp,Delta Air Lines Inc,Singapore Airlines Ltd,Hack,8
Verizon Communications Inc,Bank Of America Corp,Danske Bank,Criminal Investigation,76
Microsoft Corp,T-Mobile Us,Verizon Communications Inc,Hacking,22
Pepsico Inc,Baxter International Inc,Hill-Rom Holdings Inc,Corporate Misconduct,44
Goldman Sachs Group Inc,Baxter International Inc,Hill-Rom Holdings Inc,Corporate Misconduct,33
Microsoft Corp,Quest Diagnostics Inc,Aetna Inc,Hack,8
Pepsico Inc,Twitter Inc,Tesla Inc,Wire Fraud,71
Goldman Sachs Group Inc,Global Payments Inc,Total System Services Inc,Accounting Fraud,18
Goldman Sachs Group Inc,Incyte Corp,Zai Lab Ltd,Clinical Trial,36
Pepsico Inc,Nasdaq Inc,Facebook Inc,Criminal Investigation,6
Goldman Sachs Group Inc,Google,Twitter Inc,Anti-Trust Violation,5
Alphabet Inc,Intercontinental Exchange,Zymeworks Inc,Clinical Trial,3
Microsoft Corp,Nasdaq Inc,Conatus Pharmaceuticals Inc,Clinical Trial,11
Alphabet Inc,Altaba Inc,New York Times Co,Hack,157
Morgan Stanley International Holdings Inc,Thomson Reuters Corp,Zte Corp,Sanctions,1320
Verizon Communications Inc,Mks Instruments Inc,Applied Materials Inc /De,Sanctions,21
Microsoft Corp,Cisco Systems Inc,International Business Machines Corp,Ransomware Attack,18
Pepsico Inc,Nuvasive Inc,Globus Medical Inc,Corporate Misconduct,11
Pepsico Inc,Nbt Bancorp Inc,Salisbury Bancorp Inc,Corporate Misconduct,6
Microsoft Corp,Apollo Global Management Llc,Playags Inc,Regulatory Investigation,3
Verizon Communications Inc,Microsoft Corp,Activision Blizzard,Sanctions,12
Goldman Sachs Group Inc,Home Depot Inc,Target Corp,Hack,72
Verizon Communications Inc,Bank Of America Corp,Wells Fargo And Company,Cyber Breach,5
Alphabet Inc,Amazon Com Inc,Jp Morgan Chase And Co,Hack,269
Jp Morgan Chase And Co,Amazon Com Inc,The Toronto-Dominion Bank,Hacking,30
Morgan Stanley International Holdings Inc,Jp Morgan Chase And Co,Bank Of America Corp,Privacy Breach,3
Alphabet Inc,Jp Morgan Chase And Co,New York Times Co,Privacy Breach,4
Alphabet Inc,Bristol-Myers Squibb Company,Pfizer Inc,Clinical Trial,39
Alphabet Inc,Merck And Co Inc,Pfizer Inc,Clinical Trial,62
Verizon Communications Inc,Apple Inc,Hon Hai Precision Industry Co Ltd,Sanctions,10
Goldman Sachs Group Inc,Wells Fargo And Company,Chase Corp,Ransomware Attack,56
Alphabet Inc,Facebook Inc,Wells Fargo And Company,Ddos Attack,13
Morgan Stanley International Holdings Inc,T-Mobile Us,Atandt Inc,Ransomware Attack,7
Goldman Sachs Group Inc,Cyrusone Inc,Verizon Communications Inc,Ransomware Attack,3
Alphabet Inc,Abbvie Inc,Coherus Biosciences Inc,Clinical Trial,6
Morgan Stanley International Holdings Inc,United Rentals Inc /De,General Finance Corp,Corporate Misconduct,12
Morgan Stanley International Holdings Inc,Nasdaq Inc,Meridian Bancorp Inc,Corporate Misconduct,4
Microsoft Corp,Bank Of America Corp,Wells Fargo And Company,Sanctions,4
Goldman Sachs Group Inc,Delta Air Lines Inc,American Airlines Group Inc,Sanctions,36
Morgan Stanley International Holdings Inc,General Motors Limited,Toyota Motor Corp,Hacking,3
Jp Morgan Chase And Co,Chase Corp,Wells Fargo And Company,Hacking,39
Pepsico Inc,Citigroup Inc,Bank Of America Corp,Ddos Attack,38
Goldman Sachs Group Inc,Citigroup Inc,Capital One Financial Corp,Ddos Attack,20
Jp Morgan Chase And Co,Bank Of America Corp,Hdfc Bank Ltd,Hack,40
Morgan Stanley International Holdings Inc,Verizon Communications Inc,Altaba Inc,Cyber Breach,40
Morgan Stanley International Holdings Inc,Nasdaq Inc,Euronext Nv,Clinical Trial,36
Microsoft Corp,Verizon Communications Inc,Alphabet Inc,Hacking,3
Verizon Communications Inc,Intrexon Corp,Oragenics Inc,Clinical Trial,126
Verizon Communications Inc,Equifax Inc,Google,Privacy Breach,18
Alphabet Inc,Altaba Inc,Twitter Inc,Cyber Breach,44
Jp Morgan Chase And Co,Intercontinental Exchange,General Electric Company,Accounting Fraud,4
Verizon Communications Inc,Fibrogen Inc,Astrazeneca Plc,Clinical Trial,28
Verizon Communications Inc,Marriott International Inc /Md/,Twitter Inc,Hack,112
Goldman Sachs Group Inc,Facebook Inc,Google,Bank Fraud,11
Verizon Communications Inc,Twitter Inc,Google,Bank Fraud,6
Pepsico Inc,Nasdaq Inc,Autolus Therapeutics Plc,Clinical Trial,7
Jp Morgan Chase And Co,International Business Machines Corp,Amazon Com Inc,Hacking,47
Alphabet Inc,Sorrento Therapeutics Inc,Nasdaq Inc,Corporate Misconduct,4
Goldman Sachs Group Inc,Progenics Pharmaceuticals Inc,Nasdaq Inc,Anti-Trust Violation,8
Pepsico Inc,Nasdaq Inc,Lantheus Holdings,Anti-Trust Violation,10
Morgan Stanley International Holdings Inc,Kimco Realty Corp,Weingarten Realty Investors,Corporate Misconduct,32
Verizon Communications Inc,Facebook Inc,Apple Inc,Ransomware Attack,71
Pepsico Inc,Regeneron Pharmaceuticals Inc,Alnylam Pharmaceuticals Inc,Clinical Trial,4
Verizon Communications Inc,Pra Health Sciences Inc,Icon Plc,Clinical Trial,8
Verizon Communications Inc,Gamestop Corp,Thomson Reuters Corp,Ransomware Attack,60
Alphabet Inc,Mastercard Inc,Paypal Holdings,Hack,608
Verizon Communications Inc,Twitter Inc,Google,Criminal Investigation,69
Morgan Stanley International Holdings Inc,Mannkind Corp,United Therapeutics Corp,Clinical Trial,11
Jp Morgan Chase And Co,Berkshire Hathaway Inc,Anadarko Petroleum Corp,Regulatory Investigation,3
Jp Morgan Chase And Co,Amex Global Holdings Cv,Visa Inc,Multidistrict Litigation,3
Goldman Sachs Group Inc,Berkshire Hathaway Inc,Kraft Heinz Co,Regulatory Investigation,12
Jp Morgan Chase And Co,Celgene Corp,Takeda Pharmaceutical Co,Clinical Trial,4
Verizon Communications Inc,Nokia Corp,Contl Ag Bearer Shs,Sanctions,3
Morgan Stanley International Holdings Inc,Thomson Reuters Corp,Alphabet Inc,Sanctions,6
Alphabet Inc,Apple Inc,Atandt Inc,Sanctions,4
Microsoft Corp,Wells Fargo And Company,Thomson Reuters Corp,Sanctions,42
Microsoft Corp,Atandt Inc,Facebook Inc,Hack,14
Alphabet Inc,Amneal Pharmaceuticals Inc,Amerisourcebergen Corp,Criminal Investigation,5
Morgan Stanley International Holdings Inc,Google,Amex Global Holdings Cv,Class-Action Lawsuit,3
Goldman Sachs Group Inc,Nasdaq Inc,Pfenex Inc,Corporate Misconduct,7
Alphabet Inc,Builders Firstsource,Bmc Stock Holdings,Corporate Misconduct,40
Alphabet Inc,Lyft Inc,Uber Technologies Inc,Hack,284
Pepsico Inc,Mirati Therapeutics,Beigene Ltd,Clinical Trial,92
Alphabet Inc,Sprint Corp,T-Mobile Us,Criminal Investigation,15
Pepsico Inc,Sprint Corp,T-Mobile Us,Criminal Investigation,3
Morgan Stanley International Holdings Inc,Dish Network Corp,Atandt Inc,Hack,4
Pepsico Inc,Intercontinental Exchange,Sony Corp,Hack,4
Pepsico Inc,Twitter Inc,Facebook Inc,Wire Fraud,15
Microsoft Corp,T-Mobile Us,Dish Network Corp,Hack,8
Alphabet Inc,T-Mobile Us,Dish Network Corp,Hack,4
Pepsico Inc,Walmart Inc,Home Depot Inc,Civil Lawsuit,3
Goldman Sachs Group Inc,Amazon Com Inc,Walmart Inc,Civil Lawsuit,3
Jp Morgan Chase And Co,Lyft Inc,Uber Technologies Inc,Class-Action Lawsuit,20
Verizon Communications Inc,Intercontinental Exchange,Hp Inc,Corporate Misconduct,8
Pepsico Inc,Hsbc Holdings Plc,Ubs Group Ag,Regulatory Investigation,3
Verizon Communications Inc,Twitter Inc,Netflix Inc,Ddos Attack,15
Alphabet Inc,Electronic Arts Inc,Glu Mobile Inc,Accounting Fraud,8
Microsoft Corp,Mizuho Financial Group Inc,Mitsubishi Ufj Financial Group Inc,Sanctions,4
Goldman Sachs Group Inc,Intellia Therapeutics Inc,Editas Medicine,Clinical Trial,214
Microsoft Corp,Nasdaq Inc,Biosig Technologies,Clinical Trial,15
Jp Morgan Chase And Co,Sprint Corp,T-Mobile Us,Sanctions,48
Jp Morgan Chase And Co,Goldman Sachs Group Inc,Greensky Inc,Accounting Fraud,6
Verizon Communications Inc,Facebook Inc,Verizon Communications Inc,Privacy Breach,3
Alphabet Inc,Bank Of America Corp,Countrywide Financial Corp,Criminal Investigation,3
Jp Morgan Chase And Co,Mastercard Inc,Royal Bank Of Canada,Sanctions,171
Verizon Communications Inc,Intel Corp,Sk Hynix Inc,Sanctions,9
Morgan Stanley International Holdings Inc,Bank Of America Corp,Capital One Financial Corp,Criminal Investigation,4
Pepsico Inc,Wells Fargo And Company,Intercontinental Exchange,Corporate Misconduct,4
Pepsico Inc,Stryker Corp,K2M Group Holdings Inc,Hack,4
Pepsico Inc,Jp Morgan Chase And Co,Capital One Financial Corp,Bank Fraud,85
Goldman Sachs Group Inc,Thomson Reuters Corp,New York Times Co,Ransomware Attack,50
Microsoft Corp,Apple Inc,Thomson Reuters Corp,Sanctions,51
Verizon Communications Inc,Lam Research Corp,Kla Tencor Corp,Sanctions,41
Jp Morgan Chase And Co,Lam Research Corp,Kla Tencor Corp,Sanctions,123
Verizon Communications Inc,Microsoft Corp,Apple Inc,Legal Dispute,13
Goldman Sachs Group Inc,Nasdaq Inc,Biondvax Pharma Ads,Clinical Trial,38
Goldman Sachs Group Inc,Arch Coal Inc,Peabody Energy Corp,Civil Lawsuit,24
Morgan Stanley International Holdings Inc,Oyster Point Pharma Inc,Upjohn Inc,Corporate Misconduct,6
Alphabet Inc,Marriott International Inc /Md/,Twitter Inc,Ransomware Attack,110
Microsoft Corp,Marriott International Inc /Md/,Twitter Inc,Privacy Breach,14
Verizon Communications Inc,Advanced Micro Devices Inc,Opthea Limited,Clinical Trial,27
Goldman Sachs Group Inc,Nasdaq Inc,Medicinova Inc,Clinical Trial,17
Goldman Sachs Group Inc,Intercontinental Exchange,Nasdaq Inc,Corporate Misconduct,11
Goldman Sachs Group Inc,Nasdaq Inc,Ionis Pharmaceuticals Inc,Corporate Misconduct,6
Pepsico Inc,Nasdaq Inc,Cohbar Inc,Clinical Trial,16
Verizon Communications Inc,Apple Inc,Applied Materials Inc /De,Sanctions,6
Verizon Communications Inc,Apple Inc,Ams Inc,Hack,48
Jp Morgan Chase And Co,Thomson Reuters Corp,Mitsubishi Ufj Financial Group Inc,Sanctions,18
Morgan Stanley International Holdings Inc,Nvidia Corp,Intel Corp,Hack,84
Microsoft Corp,Davita Inc,Fresenius Medical Care Ag And Co Kgaa,Clinical Trial,8
Microsoft Corp,Bristol-Myers Squibb Company,Five Prime Therapeutics Inc,Clinical Trial,21
Goldman Sachs Group Inc,Nasdaq Inc,Seattle Genetics Inc,Clinical Trial,11
Goldman Sachs Group Inc,Incyte Corp,Takeda Pharmaceutical Co,Clinical Trial,3
Morgan Stanley International Holdings Inc,Uber Technologies Inc,Facebook Inc,Privacy Breach,9
Jp Morgan Chase And Co,Sabre Corp,Dxc Technology Company,Hacking,96
Goldman Sachs Group Inc,New York Times Co,Symantec Corp,Hack,33
Alphabet Inc,Exxon Mobil Corp,Cnooc Ltd,Sanctions,18
Verizon Communications Inc,Synopsys Inc,Cadence Design Systems Inc,Sanctions,3
Verizon Communications Inc,Nasdaq Inc,Quantum Corp,Ransomware Attack,4
Alphabet Inc,Intercontinental Exchange,Aerohive Networks Inc,Anti-Trust Violation,4
Pepsico Inc,Intercontinental Exchange,Crown Castle International Corp,Corporate Misconduct,12
Jp Morgan Chase And Co,Intercontinental Exchange,Dxc Technology Company,Ransomware Attack,24
Verizon Communications Inc,Amarin Corp Plc,Hls Therapeutics Inc,Sanctions,12
Microsoft Corp,Opko Health Inc,Pfizer Inc,Clinical Trial,8
Microsoft Corp,Intercontinental Exchange,Chevron Corp,Anti-Trust Violation,4
Pepsico Inc,Tesla Inc,Astrazeneca Plc,Bank Fraud,4
Jp Morgan Chase And Co,Intercontinental Exchange,First American Financial Corp,Hacking,6
Microsoft Corp,Netflix Inc,New York Times Co,Ransomware Attack,12
Goldman Sachs Group Inc,Ebay Inc,Paypal Holdings,Ddos Attack,24
Morgan Stanley International Holdings Inc,State Street Corp,Thomson Reuters Corp,Sanctions,12
Microsoft Corp,Boston Scientific Corp,Abbott Laboratories Limited,Clinical Trial,8
Alphabet Inc,Intercontinental Exchange,First American Financial Corp,Hacking,3
Pepsico Inc,Chase Corp,Jp Morgan Chase And Co,Bank Fraud,38
Alphabet Inc,Capital One Financial Corp,Visa Inc,Bank Fraud,9
Jp Morgan Chase And Co,Paypal Holdings,Ebay Inc,Hack,1130
Alphabet Inc,Ebay Inc,Paypal Holdings,Ddos Attack,48
Jp Morgan Chase And Co,Thomson Reuters Corp,Shionogi And Co Ltd,Clinical Trial,9
Verizon Communications Inc,Facebook Inc,Ebay Inc,Hacking,20
Alphabet Inc,Microsoft Corp,Adobe Inc,Sanctions,45
Alphabet Inc,Apple Inc,New York Times Co,Sanctions,23
Verizon Communications Inc,Apple Inc,New York Times Co,Sanctions,23
Pepsico Inc,Google,Proofpoint Inc,Ransomware Attack,36
Goldman Sachs Group Inc,Avangrid Inc,Pnm Resources Inc,Corporate Misconduct,56
Verizon Communications Inc,Hsbc Holdings Plc,Visa Inc,Hack,21
Alphabet Inc,Hsbc Holdings Plc,Thomson Reuters Corp,Hacking,85
Pepsico Inc,Jp Morgan Chase And Co,Ebay Inc,Ddos Attack,4
Alphabet Inc,Amazon Com Inc,Jp Morgan Chase And Co,Ddos Attack,27
Microsoft Corp,Microsoft Corp,Mcafee Inc,Ransomware Attack,28
Jp Morgan Chase And Co,Hsbc Holdings Plc,Visa Inc,Hack,21
Morgan Stanley International Holdings Inc,Editas Medicine,Crispr Therapeutics Inc,Clinical Trial,107
Alphabet Inc,Jp Morgan Chase And Co,Sony Corp,Ddos Attack,4
Microsoft Corp,Thomson Reuters Corp,National Australia Bank Ltd,Hacking,32
Goldman Sachs Group Inc,Thomson Reuters Corp,National Australia Bank Ltd,Hack,176
Goldman Sachs Group Inc,Godaddy Inc,Twitter Inc,Hack,74
Pepsico Inc,Tesla Inc,Thomson Reuters Corp,Wire Fraud,6
Pepsico Inc,Citigroup Inc,Hsbc Holdings Plc,Ddos Attack,3
Verizon Communications Inc,Citigroup Inc,Hsbc Holdings Plc,Hacking,17
Microsoft Corp,Hsbc Holdings Plc,Citigroup Inc,Hack,114
Jp Morgan Chase And Co,Wells Fargo And Company,Citigroup Inc,Ddos Attack,37
Verizon Communications Inc,Apple Inc,Twitter Inc,Ransomware Attack,21
Verizon Communications Inc,Apple Inc,Uber Technologies Inc,Ransomware Attack,6
Jp Morgan Chase And Co,Thomson Reuters Corp,National Australia Bank Ltd,Sanctions,45
Microsoft Corp,Thomson Reuters Corp,Aimmune Therapeutics Inc,Clinical Trial,4
Microsoft Corp,Apple Inc,Uber Technologies Inc,Cyber Breach,6
Alphabet Inc,Altaba Inc,Microsoft Corp,Sanctions,21
Morgan Stanley International Holdings Inc,Facebook Inc,Sony Corp,Sanctions,3
Alphabet Inc,Bank Of America Corp,Tribune Media Co,Wire Fraud,24
Verizon Communications Inc,First Interstate Bancsystem Inc,Great Western Bancorp Inc,Accounting Fraud,6
Microsoft Corp,Intercontinental Exchange,Anthem Inc,Wire Fraud,3
Jp Morgan Chase And Co,Zynga Inc,Take Two Interactive Software Inc,Anti-Trust Violation,8
Alphabet Inc,Fidelity National Information Services,Worldpay Inc,Accounting Fraud,20
Morgan Stanley International Holdings Inc,Twitter Inc,Facebook Inc,Civil Lawsuit,9
Pepsico Inc,Cisco Systems Inc,Palo Alto Networks Inc,Ransomware Attack,96
Microsoft Corp,Cisco Systems Inc,Palo Alto Networks Inc,Ransomware Attack,240
Verizon Communications Inc,Visa Inc,Amex Global Holdings Cv,Civil Lawsuit,3
Microsoft Corp,Verizon Communications Inc,Sprint Corp,Ddos Attack,64
Microsoft Corp,Sprint Corp,T-Mobile Us,Ddos Attack,48
Jp Morgan Chase And Co,Thomson Reuters Corp,Bt Group Plc,Criminal Investigation,8
Goldman Sachs Group Inc,Thomson Reuters Corp,Samsung Electronics Gmbh,Sanctions,87
Verizon Communications Inc,Intercontinental Exchange,Gsx Techedu Inc,Corporate Misconduct,18
Alphabet Inc,Boeing Company,Caterpillar Inc,Sanctions,4
Alphabet Inc,Hsbc Holdings Plc,Barclays Plc,Ddos Attack,3
Alphabet Inc,Twitter Inc,New York Times Co,Ddos Attack,10
Morgan Stanley International Holdings Inc,Jp Morgan Chase And Co,Bank Of America Corp,Ddos Attack,39
Jp Morgan Chase And Co,Nasdaq Inc,Clearside Biomedical Inc,Clinical Trial,4
Pepsico Inc,Aetna Inc,Health Net Inc,Ransomware Attack,252
Verizon Communications Inc,T-Mobile Us,Sprint Corp,Class-Action Lawsuit,5
Verizon Communications Inc,Amazon Com Inc,Wells Fargo And Company,Hacking,19
Pepsico Inc,Wells Fargo And Company,Intel Corp,Criminal Investigation,3
Microsoft Corp,T-Mobile Us,Deutsche Telekom Ag,Wire Fraud,38
Verizon Communications Inc,Apple Inc,Philip Morris International Inc,Hack,12
Goldman Sachs Group Inc,Intercontinental Exchange,Tupperware Brands Corp,Corporate Misconduct,4
Morgan Stanley International Holdings Inc,Amgen Inc,Coherus Biosciences Inc,Clinical Trial,6
Jp Morgan Chase And Co,Allergan Plc,Teva Pharmaceutical Industries Ltd,Civil Lawsuit,3
Alphabet Inc,Capital One Financial Corp,Sony Corp,Bank Fraud,3
Alphabet Inc,Nasdaq Inc,Endo International Plc,Corporate Misconduct,4
Morgan Stanley International Holdings Inc,Barclays Plc,Jp Morgan Chase And Co,Bank Fraud,6
Alphabet Inc,Comtech Telecommunications Corp /De/,Gilat Satellite Networks Ltd,Anti-Trust Violation,28
Pepsico Inc,Thestreet Inc,New York Times Co,Hacking,9
Pepsico Inc,Intercontinental Exchange,Ellie Mae Inc,Anti-Trust Violation,22
Alphabet Inc,Nasdaq Inc,Willis Towers Watson Plc,Anti-Trust Violation,4
Morgan Stanley International Holdings Inc,Intercontinental Exchange,Ellie Mae Inc,Anti-Trust Violation,14
Verizon Communications Inc,American Airlines Group Inc,Southwest Airlines Company,Sanctions,6
Pepsico Inc,American Airlines Group Inc,United Continental Holdings,Sanctions,12
Microsoft Corp,Lam Research Corp,Semiconductor Manufacturing International,Sanctions,4
Morgan Stanley International Holdings Inc,Jp Morgan Chase And Co,Bnp Paribas,Hack,3
Pepsico Inc,Bnp Paribas,Societe Generale,Hacking,3
Goldman Sachs Group Inc,Jp Morgan Chase And Co,Societe Generale,Hacking,3
Morgan Stanley International Holdings Inc,Jp Morgan Chase And Co,Target Corp,Hacking,32
Verizon Communications Inc,Microsoft Corp,Nuance Communications Inc,Sanctions,6
Jp Morgan Chase And Co,Citigroup Inc,Commerzbank Ag,Sanctions,138
Pepsico Inc,Thomson Reuters Corp,Bank Of China Ltd Ad,Accounting Fraud,9
Goldman Sachs Group Inc,Thomson Reuters Corp,Nasdaq Inc,Accounting Fraud,11
Pepsico Inc,Nasdaq Inc,Thomson Reuters Corp,Bank Fraud,4
Pepsico Inc,Nasdaq Inc,Thomson Reuters Corp,Accounting Fraud,11
Microsoft Corp,Alibaba Group Holding Ltd,Apple Inc,Sanctions,5
Verizon Communications Inc,Intel Corp,Mcafee Inc,Hack,80
Microsoft Corp,Google,Amazon Com Inc,Clinical Trial,5
Alphabet Inc,Nasdaq Inc,Ligand Pharmaceuticals Inc,Clinical Trial,4
Verizon Communications Inc,Apple Inc,Verizon Communications Inc,Ransomware Attack,24
Pepsico Inc,Uber Technologies Inc,Lyft Inc,Hacking,46
Morgan Stanley International Holdings Inc,Microsoft Corp,Google,Class-Action Lawsuit,17
Alphabet Inc,Intercontinental Exchange,Thomson Reuters Corp,Hack,40
Microsoft Corp,International Business Machines Corp,Anthem Inc,Ransomware Attack,394
Jp Morgan Chase And Co,International Business Machines Corp,Symantec Corp,Hacking,84
Pepsico Inc,Verizon Communications Inc,Coca Cola Bottling Co Consolidated /De/,Hack,48
Morgan Stanley International Holdings Inc,Alphabet Inc,Google,Civil Lawsuit,5
Microsoft Corp,Intercontinental Exchange,Thomson Reuters Corp,Hack,40
Microsoft Corp,Atandt Inc,The Toronto-Dominion Bank,Class-Action Lawsuit,3
Morgan Stanley International Holdings Inc,Intercontinental Exchange,Unisys Corp,Ransomware Attack,6
Alphabet Inc,Marvell Technology Group Ltd,Aquantia Corp,Accounting Fraud,6
Alphabet Inc,Microsoft Corp,Amex Global Holdings Cv,Hacking,10
Pepsico Inc,Atandt Inc,Microsoft Corp,Hack,60
Morgan Stanley International Holdings Inc,Jp Morgan Chase And Co,The Walt Disney Co,Hacking,10
Alphabet Inc,Ford Motor Company,General Motors Limited,Class-Action Lawsuit,23
Goldman Sachs Group Inc,Intercontinental Exchange,Nasdaq Inc,Class-Action Lawsuit,3
Jp Morgan Chase And Co,Alphabet Inc,Google,Anti-Trust Violation,4
Microsoft Corp,Intel Corp,Mobileye Nv,Civil Lawsuit,4
Jp Morgan Chase And Co,Nasdaq Inc,Sangamo Therapeutics Inc,Clinical Trial,3
Alphabet Inc,Horizon Pharma Plc,Viela Bio Inc,Corporate Misconduct,25
Microsoft Corp,Essa Pharma,Realm Therapeutics Plc,Clinical Trial,6
Alphabet Inc,Diamondback Energy,Qep Resources,Anti-Trust Violation,18
Verizon Communications Inc,Tesla Inc,Toyota Motor Corp,Legal Dispute,12
Goldman Sachs Group Inc,New York Times Co,International Business Machines Corp,Hack,30
Microsoft Corp,Google,Doordash Inc,Hack,56
Microsoft Corp,Astellas Pharma Inc,Audentes Therapeutics Inc,Accounting Fraud,3
Pepsico Inc,Godaddy Inc,Paypal Holdings,Cyber Breach,4
Verizon Communications Inc,Vertex Pharmaceuticals Inc / Ma,Verve Therapeutics Inc,Clinical Trial,20
Jp Morgan Chase And Co,Royal Bank Of Canada,Bank Of America Corp,Multidistrict Litigation,3
Verizon Communications Inc,Apple Inc,Alphabet Inc,Ransomware Attack,6
Goldman Sachs Group Inc,Thomson Reuters Corp,Tripadvisor Inc,Hacking,8
Verizon Communications Inc,Intercontinental Exchange,Genius Brands International Inc,Corporate Misconduct,4
Microsoft Corp,Adobe Inc,Shopify Inc,Hack,24
Morgan Stanley International Holdings Inc,Chemocentryx Inc,Inflarx Nv,Clinical Trial,8
Pepsico Inc,Chemocentryx Inc,Inflarx Nv,Clinical Trial,12
Alphabet Inc,Intel Corp,Micron Technology Inc,Sanctions,4
Pepsico Inc,Jetblue Airways Corp,Spirit Airlines Inc,Sanctions,3
Jp Morgan Chase And Co,Biohaven Pharmaceutical Holding Company Ltd,Pfizer Inc,Clinical Trial,16
Jp Morgan Chase And Co,Jp Morgan Chase And Co,Mastercard Inc,Ddos Attack,5
Alphabet Inc,Twitter Inc,Radware Ltd,Ddos Attack,8
Jp Morgan Chase And Co,Bristol-Myers Squibb Company,Abbvie Inc,Clinical Trial,7
Pepsico Inc,Abbvie Inc,Bristol-Myers Squibb Company,Clinical Trial,7
Morgan Stanley International Holdings Inc,Banc Of California Inc,Pacific Mercantile Bancorp,Corporate Misconduct,18
Jp Morgan Chase And Co,Intercontinental Exchange,Semiconductor Manufacturing International,Sanctions,3
Pepsico Inc,General Electric Company,Aercap Holdings Nv,Sanctions,18
Morgan Stanley International Holdings Inc,General Electric Company,American Airlines Group Inc,Sanctions,3
Jp Morgan Chase And Co,General Electric Company,Delta Air Lines Inc,Sanctions,3
Goldman Sachs Group Inc,Advanced Micro Devices Inc,Intel Corp,Hack,57
Jp Morgan Chase And Co,Atandt Inc,Bank Of America Corp,Hack,4
